Movie,StoryLine
"The Boys
TV Series
2019–
TV-MA
1h","The Boys is set in a universe in which superpowered people are recognized as heroes by the general public and owned by a powerful corporation, Vought International, which ensures that they are aggressively marketed and monetized. Outside of their heroic personas, most are arrogant and corrupt. The series primarily focuses on two groups: the titular Boys, vigilantes looking to keep the corrupted heroes under control, and the Seven, Vought International's premier superhero team. The Boys are led by Billy Butcher, who despises all superpowered people, and the Seven are led by the egotistical and unstable Homelander. As a conflict ensues between the two groups, the series also follows the new members of each team: Hugh ""Hughie"" Campbell of the Boys, who joins the vigilantes after his girlfriend is killed in a high-speed collision by the Seven's A-Train, and Annie January/Starlight of the Seven, a young and hopeful heroine forced to face the truth about the heroes she admires."
"The Old Man
TV Series
2022–
TV-MA
1h 1m",A former CIA officer who's living off the grid finds himself on the run from people who want to kill him.
"The Bear
TV Series
2022–
TV-MA
30m","Carmen Berzatto, a brilliant young chef from the fine-dining world is forced to return home to run his family sandwich shop - the Original Beef of Chicagoland - after a heartbreaking death in his family. A world away from what he's used to, Carmy must balance the soul-crushing reality of trading in Michelin star restaurants for the small business' kitchen filled with strong-willed and recalcitrant staff and his strained familial relationships, all while grappling with the impact of his brother's suicide."
"Vikram Vedha
2022
2h 40m",Vikram an encounter specialist raids a place killing all the gangsters who work for a dreaded gangster Vedha but fails to get any information on his hide out.Vedha has spread his fear over the region by killing around 16 people and is currently underground due to fear of being arrested.Vikram finds about his hideout and before he could leave with his team surprisingly Vedha comes and surrenders himself at police headquarters.During interrogation Vedha is mum but opens up only when Vikram interrogates him where he revels him about his past on how from small goon he turned a gangster.But within next few minutes Vedha is given bail by his lawyer Priya whose wife of Vikram.Vikram realizes that Vedha has some plan of getting himself arrested and then bailing himself out within no time leaving him with an unsolved mystery. —alex.mjacko@gmail.com
"A Friend of the Family
TV Mini Series
2022
TV-MA
45m","Based on the harrowing true story of the Broberg family, whose daughter Jan was kidnapped multiple times over a period of years by a charismatic, obsessed family ""friend."" The Brobergs, devoted to their faith, family, and community, were utterly unprepared for the sophisticated tactics their neighbor used to exploit their vulnerabilities, drive them apart, and turn their daughter against them. This is the story of how their lives were permanently altered, and how they survived. —brianfabulous"
"Ted Lasso
TV Series
2020–
TV-MA
30m","American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League football team."
"Bad Sisters
TV Series
2022–
TV-MA
53m", 
"The White Lotus
TV Series
2021–2022
TV-MA
1h","Set in a tropical resort, it follows the exploits of various guests and employees over the span of a week."
"The Sandman
TV Series
2022–
TV-MA
45m","A wizard attempting to capture Death to bargain for eternal life traps her younger brother Dream instead. Fearful for his safety, the wizard kept him imprisoned in a glass bottle for decades. After his escape, Dream, also known as Morpheus, goes on a quest for his lost objects of power. —Neil Gaiman's Official Site"
"Inheritance
2020
TV-MA
1h 51m","The patriarch of a wealthy and powerful family suddenly passes away, leaving his daughter with a shocking secret inheritance that threatens to unravel and destroy the family."
"Ponniyin Selvan: Part I
Original title: Ponniyin Selvan: Part One
2022
2h 47m", 
"Big Sky
TV Series
2020–
TV-14
1h","Private detective Cassie Dewell partners with ex-cop Jenny Hoyt on a search for two sisters who have been kidnapped by a truck driver on a remote highway in Montana. When they discover that these are not the only girls who have disappeared in the area, they must race against the clock to stop the perpetrator before another woman is taken. —mikkiparker"
"The Patient
TV Mini Series
2022
TV-MA
30m", 
"Where the Crawdads Sing
2022
PG-13
2h 5m","Abandoned by her family, Kya Clark, otherwise known to the townspeople of Barkley Cove as the Marsh Girl, is mysterious and wild. ""Where the Crawdads Sing"" is a coming-of-age story of a young girl raised by the marshlands of the south in the 1950s. When the town hotshot is found dead, and inexplicably linked to Kya, the Marsh Girl is the prime suspect in his murder case."
"Elvis
2022
PG-13
2h 39m",Elvis follows the story of infamous rock 'n' roll star Elvis Presley seen through the eyes of his controversial manager Colonel Tom Parker. The film explores Elvis Presley's highs and lows and the many challenges and controversies he received throughout his career. —VooDoo
"Peaky Blinders
TV Series
2013–2022
TV-MA
1h", 
"NCIS
Original title: NCIS: Naval Criminal Investigative Service
TV Series
2003–
TV-14
1h","Special Agent Leroy Jethro Gibbs is the leader of a team of special agents belonging to the NCIS (Naval Criminal Investigative Service) Major Case Response Team. Gibbs, a former Marine, is a tough investigator and a highly skilled interrogator who relies on his gut instinct as much as evidence. Gibbs' second in command is Senior Field Agent Tony DiNozzo, a womanizing, movie-quoting former Baltimore Homicide Detective, who despite being the class clown always gets the job done. The team also consists of probationary field agent Eleanor Bishop, a former NSA agent, as well as Junior Field Agent Timothy McGee, a computer-savvy agent often mocked by DiNozzo. Assisting them are Abby Sciuto, the energetic-but-Goth lab tech who is like a daughter to Gibbs, and Dr. Donald Mallard, nicknamed Ducky, the eccentric medical examiner full of unusual stories. This team of elite agents, based in Washington, D.C., solve criminal cases involving Marine and Navy personnel and their families, sometimes traveling the United States - or the world - to do it."
"Amsterdam
2022
R
2h 14m","In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history."
"Hellraiser
2022
R
2h 1m","A take on Clive Barker's 1987 horror classic where a young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension. —Hulu"
"Werewolf by Night
TV Special
2022
TV-14
52m","On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader's life, the attendees are thrust into a mysterious and deadly competition for a powerful relic--a hunt that will ultimately bring them face to face with a dangerous monster. —Disney+"
